artista_id,nombre_cancion_album,tipo_album_cancion,año_lanzamiento,género
22,"Fly Away",album,2022,Electrónica
67,"Por Amar al Amor",single,2021,Electrónica
128,19,album,2022,Electrónica
42,"Extreme Ways - Reprise Version / Edit",single,2021,Electrónica
70,"Let's Trip Out (feat. King Green)",album,2022,Electrónica
129,"Why Not Jungle",single,2022,Electrónica
29,"Sulphur Soul",album,2021,Electrónica
113,"Mas Que Palabras",album,2021,Electrónica
99,"Take My Hand (feat. Lou Stone) (Live)",single,2021,Electrónica
117,Sheck,single,2022,Electrónica
130,Picnic,single,2022,Electrónica
52,Manila,album,2021,Electrónica
118,"El Campesino",album,2022,Electrónica
70,"Let's Trip Out (feat. King Green) - Future Method Remix",album,2022,Electrónica
75,"El perro - Remastered",album,2021,Electrónica
7,"Uneasy - Metronomy x spill tab",single,2021,Electrónica
28,"SOFT EDIT",album,2022,Electrónica
36,"Exotic Contents",single,2022,Electrónica
131,"The Cascades - Mixed",compilation,2022,Electrónica
17,Process,album,2022,Electrónica
106,"Into The Silence",single,2022,Electrónica
61,"Never Seen You Dance",single,2022,Electrónica
1,"Turn It On",album,2022,Electrónica
14,"Feel It - Edit",single,2022,Electrónica
6,"Heartbreak - Kerri Chandler Remix",single,2021,Electrónica
132,"Don't know how",album,2021,Electrónica
70,"House Broken (feat. Naz Tokio) - DJ30A & Huda Hudia Remix",album,2022,Electrónica
18,Burner,single,2021,Electrónica
3,11-11,album,2022,Electrónica
2,"Between Memories - Instrumental",single,2021,Electrónica
33,Opening,album,2021,Electrónica
52,Rabindra,album,2021,Electrónica
32,"It's What I Want To Do, Mum",album,2021,Electrónica
65,"Avril 14th",compilation,2021,Electrónica
7,"Picking Up for You - Outtake",album,2021,Electrónica
10,"glorious amateurs",album,2021,Electrónica
14,Me&Youphoria,single,2022,Electrónica
39,Telmi,single,2022,Electrónica
28,"NUMB BELL",album,2022,Electrónica
38,"Caracas Way - Afrikan Style Mix",single,2022,Electrónica
45,Relay,single,2022,Electrónica
106,Glow,album,2022,Electrónica
1,Mu-Tron,album,2022,Electrónica
108,POLVO,album,2021,Electrónica
106,Darklands,album,2022,Electrónica
49,Echoes,album,2022,Electrónica
132,"Never the right time",album,2021,Electrónica
61,"Blood In The Snow",single,2022,Electrónica
61,"When the Lights Go",single,2022,Electrónica
99,"Mr McGee",album,2022,Electrónica
14,"Impossible - &ME Remix",single,2022,Electrónica
100,"Chaos Energy",album,2022,Electrónica
99,"Count Me Out",album,2022,Electrónica
42,"Lift Me Up - Mathame Remix",single,2022,Electrónica
61,"The Sleeper",album,2022,Electrónica
17,"All Over",album,2022,Electrónica
86,"Shining Underdog",album,2021,Electrónica
1,"Black Plastic",album,2022,Electrónica
18,Run,album,2021,Electrónica
46,"An Exhale",album,2021,Electrónica
112,"Gabriel - Tom Player Strings Version",single,2022,Electrónica
56,"Cyberpunk 2022",single,2021,Electrónica
95,"Without You",single,2022,Electrónica
67,"Por Amar al Amor",album,2021,Electrónica
88,"Aye Aye Mi Mi",album,2021,Electrónica
35,Ovule,single,2022,Electrónica
1,"Start Up Chime",album,2022,Electrónica
3,Everyday,album,2022,Electrónica
38,"Caracas de Noche - Original Mix",single,2021,Electrónica
24,"Sister - Floating Points Remix",album,2021,Electrónica
3,"Never Alone - Patrice Bäumel Remix",single,2022,Electrónica
33,"Ever Present",album,2021,Electrónica
32,"Supposedly, We Were Nightmares",album,2021,Electrónica
3,"Everyday - Jennifer Cardini Remix",single,2022,Electrónica
100,"Hazel and Gold",album,2021,Electrónica
42,"Go - Reprise Version",album,2021,Electrónica
133,"Juanita 2022",single,2022,Electrónica
70,"Friction (feat. Future Funk Squad & Jim Davies)",album,2022,Electrónica
44,"It Doesn't Matter",album,2022,Electrónica
134,"Silence & Secrets (Black Coffee Remix) [Mixed]",album,2022,Electrónica
51,"Zone 3 (City Limits)",album,2022,Electrónica
48,"Rush - Lil Silva Remix",single,2021,Electrónica
135,Love,single,2021,Electrónica
40,"Inside Is Out There",album,2021,Electrónica
106,"In The Gloaming",album,2022,Electrónica
10,playground,album,2021,Electrónica
130,"Hottest Record in the World",single,2022,Electrónica
108,"PARA AFUERA",single,2022,Electrónica
14,"What Else Is There? - ARTBAT Remix Edit",single,2021,Electrónica
136,"Fuego Fuego - Original Mix",single,2022,Electrónica
114,"Catch Me When I Fall (Rōnin Vocal Mix)",album,2021,Electrónica
133,"Juanita 2022",single,2022,Electrónica
44,Piku,album,2022,Electrónica
23,Ted,album,2022,Electrónica
42,"We Are all Made of Stars - Reprise Version",album,2021,Electrónica
57,Alibis,album,2021,Electrónica
99,"Pop Art Blue",album,2022,Electrónica
61,"Blood in the Snow",album,2022,Electrónica
126,One,album,2022,Electrónica
51,"Zone 3 (City Limits)",album,2022,Electrónica
114,"The Way Back Home (Rōnin / Original)",album,2022,Electrónica
51,"kissing (ft. slowthai)",album,2022,Electrónica
39,Nientiendo,single,2022,Electrónica
18,"Love Divide",single,2021,Electrónica
52,"Pretty Good",album,2021,Electrónica
19,Moldau,single,2021,Electrónica
68,"Cantando en Africa - Original Mix",single,2021,Electrónica
39,"Papito - Original Mix",single,2022,Electrónica
31,"God is A DJ - Extended",single,2021,Electrónica
42,"Go - Anfisa Letyago Remix",single,2022,Electrónica
123,"Halcyon & On - Jon Hopkins Remix",album,2022,Electrónica
8,"Upstairs Flat",single,2022,Electrónica
40,Spiral,album,2021,Electrónica
14,"Speed King",single,2022,Electrónica
13,Forever,single,2022,Electrónica
98,"Adiós Chacón",album,2021,Electrónica
1,"The Reason Why",album,2022,Electrónica
137,Battles,single,2022,Electrónica
92,"Rose rouge - Atjazz Galaxy Aart Remix",album,2021,Electrónica
69,"Edge of the Horizon (feat. She Keeps Bees) (GA25 Version)",album,2022,Electrónica
29,"The Moon",album,2021,Electrónica
120,Sottopassaggio,album,2022,Electrónica
114,"The Other Side (Rōnin Def Mix)",album,2021,Electrónica
24,"Never Come Back - Morgan Geist Remix",album,2021,Electrónica
10,"s gets jaded",album,2021,Electrónica
4,Apricots,album,2021,Electrónica
38,"El Viaje - Original Mix",single,2022,Electrónica
16,"Creator SOS",album,2021,Electrónica
42,"Natural Blues - Topic Remix",album,2022,Electrónica
13,Letter,single,2021,Electrónica
70,"House Broken (feat. Naz Tokio) - Tommie Sunshine & On Deck Remix",album,2022,Electrónica
100,Devotion,album,2022,Electrónica
3,"Silence & Secrets - Adriatique Remix",single,2022,Electrónica
80,Gluttony,album,2022,Electrónica
52,"What About You",album,2021,Electrónica
66,"Atlanta - Edit",single,2021,Electrónica
14,"Me&Youphoria - Edit",single,2022,Electrónica
138,Manhood,single,2021,Electrónica
139,Phaedra,album,2021,Electrónica
79,"Setting Sun",album,2022,Electrónica
86,"Fear of a Blind Planet",album,2021,Electrónica
42,"Go - Anfisa Letyago Remix",album,2022,Electrónica
40,Ecdysis!,single,2022,Electrónica
26,Arthur,album,2022,Electrónica
7,"Right on time - Metronomy x Haich Ber Na",album,2022,Electrónica
75,"La Visita - Remastered",album,2021,Electrónica
140,Amigos,single,2021,Electrónica
80,"Eyes Alive",album,2022,Electrónica
18,Thresho_1.0,album,2021,Electrónica
114,"Days and Nights / Reprise (Rōnin Re-Edit)",album,2021,Electrónica
78,"Even More Excuses",album,2022,Electrónica
13,"March On",single,2022,Electrónica
60,"Mind Dimension 2 - 2022 Edit",single,2022,Electrónica
73,"Not Alone",album,2022,Electrónica
33,A.O.E,album,2021,Electrónica
17,"Look Both Ways",album,2022,Electrónica
1,Ladybird,album,2022,Electrónica
31,"I Need Someone (feat. Nathan Ball & Caleb Femi) (Alok Remix) (Edit)",album,2021,Electrónica
42,"Rescue Me",single,2022,Electrónica
29,"Namaste - Orbital Remix",single,2022,Electrónica
132,"The beginning",album,2021,Electrónica
43,"Deserto Rosso - Pomboklap Remix",single,2022,Electrónica
26,Priestess,album,2022,Electrónica
19,"Enfantillages pittoresques: II. Berceuse - Christian Löffler Rework (FRAGMENTS / Erik Satie)",single,2022,Electrónica
111,"Viento y Agua",single,2021,Electrónica
78,"A Sanctimonious Song",album,2022,Electrónica
41,"Call Center",album,2021,Electrónica
141,"What They Call Us",single,2022,Electrónica
40,"Only Young",album,2021,Electrónica
7,"Everything Goes My Way - Anna Prior Remix",single,2021,Electrónica
3,Summer,single,2021,Electrónica
49,Odyssey,album,2022,Electrónica
98,"Night Jaguars",single,2021,Electrónica
78,Fools,album,2022,Electrónica
142,"Dakar de Noche",album,2022,Electrónica
57,"Immaculate Hearts",album,2021,Electrónica
143,"Electronic Performers - Live at KCRW, 2001",album,2021,Electrónica
1,"I'm With the Pilots",album,2022,Electrónica
144,"Tó ba a çalîh bien mamá (feat. Queralt Lahoz)",album,2021,Electrónica
7,"405 - Metronomy x Biig Piig",single,2021,Electrónica
57,Lifeline,album,2021,Electrónica
57,"Love Me Stupid",album,2021,Electrónica
75,"Quiero - Remastered",album,2021,Electrónica
48,Frisco,single,2022,Electrónica
59,"Cicatriz #23",album,2022,Electrónica
19,Funebre,album,2021,Electrónica
7,"I lost my mind",album,2022,Electrónica
2,"Rules Of The Game",album,2022,Electrónica
53,"The Dream",album,2022,Electrónica
51,"Human Voices",album,2022,Electrónica
7,"I lost my mind",album,2022,Electrónica
19,Funebre,album,2021,Electrónica
7,"Everything Goes My Way - Anna Prior Remix",single,2021,Electrónica
114,"On My Knees (Rōnin Def Mix)",album,2021,Electrónica
95,"Thank You - MARROV Remix",single,2022,Electrónica
107,Wondergan,album,2022,Electrónica
36,"Solace In Structure",album,2022,Electrónica
15,Reliquia,album,2021,Electrónica
33,"Warm Data",album,2021,Electrónica
145,"The Witness",single,2021,Electrónica
7,"The Look - Instrumental",album,2021,Electrónica
130,"No Holiday",album,2021,Electrónica
38,"El Tiempo - Preludio Poetico 2021 Radio Edit",single,2021,Electrónica
53,"I've Felt Better (Than I Do Now)",album,2022,Electrónica
114,"Feel More / With Less (Rōnin Reconstruction)",album,2021,Electrónica
26,"A Hold",single,2022,Electrónica
61,"A Dream I Have",single,2021,Electrónica
59,Vacío,album,2022,Electrónica
7,"Life and Death",album,2022,Electrónica
99,"Medicine Man",album,2022,Electrónica
42,"Lift Me Up - Reprise Version",album,2021,Electrónica
57,Stripes,album,2021,Electrónica
12,B.E.A.T.,single,2022,Electrónica
146,"Kingdom of Machines",album,2021,Electrónica
70,"Watch Me Now (feat. Koda & VAAAL) - Latroit x Ryden Remix",album,2022,Electrónica
4,Atlas,album,2021,Electrónica
19,Fate,album,2021,Electrónica
14,"Just Wanted To Know",single,2022,Electrónica
59,"Viento y Marea",album,2022,Electrónica
1,Re:Agents,album,2022,Electrónica
74,"Bele Bele",single,2021,Electrónica
14,Breathe,single,2022,Electrónica
17,Skyline,album,2022,Electrónica
59,"Bye Bye",single,2022,Electrónica
3,"Moon After Moon",album,2022,Electrónica
47,"Deep In The Glowing Heart - Night Version",single,2022,Electrónica
52,"New Words",album,2021,Electrónica
99,"Ghost sYMbOL",album,2022,Electrónica
7,"It's good to be back - Metronomy x Panic Shack",album,2022,Electrónica
147,Tzu-Mani,single,2021,Electrónica
1,"CSKA Sofia",album,2022,Electrónica
7,"The Look",single,2021,Electrónica
25,"Jubilee - Andrew Weatherall Mix",album,2021,Electrónica
148,Iceberg,single,2021,Electrónica
3,"Silence & Secrets",single,2021,Electrónica
3,Mermaids,album,2022,Electrónica
95,"Forever - BYG86 Remix",single,2022,Electrónica
149,Protagonista,album,2022,Electrónica
42,"Porcelain - Christian Löffler Remix",album,2022,Electrónica
114,"Farewell (Rōnin / Revisited)",album,2022,Electrónica
108,KEYHOLE,album,2021,Electrónica
39,"Mas Que Nada - Jimmix Mix",single,2021,Electrónica
1,"Nu Horizons",album,2022,Electrónica
7,"I have seen enough",album,2022,Electrónica
38,"Margarita Way",single,2022,Electrónica
68,"Venezuelan Flow - Original Mix",single,2022,Electrónica
45,"Relay - Skee Mask Remix",single,2022,Electrónica
73,"Hard To Be Funky",album,2022,Electrónica
2,"Black Gold - Instrumental",single,2021,Electrónica
22,Karplus,album,2022,Electrónica
39,"Manduko - Victor Porfidio Remix",single,2021,Electrónica
150,"3Below Theme",album,2021,Electrónica
61,Forever,single,2022,Electrónica
44,"The Private Psychedelic Reel",album,2022,Electrónica
133,"Dark & Long - Drift 2 Dark Train",single,2021,Electrónica
123,"Are We Here? (30 Something) - Dusky Remix",single,2022,Electrónica
100,"Yesterday Faded - Edit",single,2021,Electrónica
44,"Lost In The K-Hole",album,2022,Electrónica
4,Saku,album,2021,Electrónica
7,"Monday - Metronomy x Brian Nasty x Folly Group",single,2021,Electrónica
59,"La Izquierda de la Noche",album,2022,Electrónica
12,"D.A.N.C.E. - Demo",single,2022,Electrónica
28,"COPY COPY",album,2022,Electrónica
151,Caleuche,album,2022,Electrónica
80,2:16,single,2022,Electrónica
114,"Do Yourself Some Good (Rōnin Throwdown)",album,2021,Electrónica
141,"Carbon Dioxide",single,2022,Electrónica
89,"Simple Tuesday",album,2021,Electrónica
26,Dungeon,album,2022,Electrónica
152,Guataqui,single,2021,Electrónica
51,"if and when (ft. Wiki)",album,2022,Electrónica
1,"This Is Our Sound",album,2022,Electrónica
64,"Social Distancing - Bored Lord Remix",album,2021,Electrónica
146,"Capable Rhythm",album,2021,Electrónica
73,"The Evil That Men Do",album,2022,Electrónica
7,"Out of Touch - Metronomy x Sorry",single,2021,Electrónica
51,"say that (ft. Nomi)",album,2022,Electrónica
29,"Say It's Over",album,2021,Electrónica
89,"Original Heartbreak",album,2021,Electrónica
17,Grasp,album,2022,Electrónica
26,Sunset,album,2022,Electrónica
70,"House Broken (feat. Naz Tokio)",single,2021,Electrónica
1,"Jet Age",album,2022,Electrónica
76,Tropical,album,2022,Electrónica
49,"A Warning",album,2022,Electrónica
132,"Hard to Tell",album,2021,Electrónica
83,"Raw Chef",album,2021,Electrónica
73,"Eleanor - Edit",single,2022,Electrónica
44,"The Darkness That You Fear",single,2021,Electrónica
92,"So Flute - Ludovic Navarre Amapiano Reprise",album,2021,Electrónica
73,"Eleanor - Edit",single,2022,Electrónica
92,"So Flute - Ludovic Navarre Amapiano Reprise",album,2021,Electrónica
114,"Exodus (Rōnin / Revisited)",album,2022,Electrónica
87,"Free Your Soul (David Joy's Kingdom Remix)",single,2021,Electrónica
8,"Space Cadet",single,2021,Electrónica
146,"Capable Rhythm",album,2021,Electrónica
38,"Vargas Way - Original Mix",single,2022,Electrónica
70,"House Broken (feat. Naz Tokio)",single,2021,Electrónica
46,In>Pin,album,2021,Electrónica
15,Fabulaciones,album,2021,Electrónica
12,"D.A.N.C.E. - Extended",single,2022,Electrónica
57,"Paper Room",album,2021,Electrónica
17,Grasp,album,2022,Electrónica
80,Bruise,album,2022,Electrónica
36,"Exotic Contents",album,2022,Electrónica
80,"Eyes Alive",single,2022,Electrónica
44,"The Darkness That You Fear",single,2021,Electrónica
83,"Raw Chef",album,2021,Electrónica
42,"Why Does My Heart Feel So Bad - Biscits Remix",single,2022,Electrónica
114,"Find an Outsider (Rōnin Reconstruction)",album,2021,Electrónica
24,"Never Come Back - Floating Points Remix",album,2021,Electrónica
92,"Rose rouge - Nightmares on Wax ReRub Edit",single,2021,Electrónica
22,Amber,album,2022,Electrónica
3,LIFE,album,2022,Electrónica
69,"My Friend (Logic1000 Remix)",single,2022,Electrónica
75,"El desconfiado - Remastered",album,2021,Electrónica
51,"Black Stone",single,2021,Electrónica
40,Lawmaker,single,2021,Electrónica
6,Tides,single,2021,Electrónica
132,"Repetitive strain",album,2021,Electrónica
98,"El Chiclan",album,2021,Electrónica
48,"Hold On - Ela Minus Remix",single,2021,Electrónica
128,Ostbahnhof,album,2022,Electrónica
153,"No Puedo Funcionar",single,2021,Electrónica
127,"Werewolves Love Astrology",album,2021,Electrónica
92,"Rose rouge - Terry Laird Nu Maloya Fusion Mix",album,2021,Electrónica
14,"Let's Get It Right",single,2022,Electrónica
121,"Where's Your Head At - Cheyenne Giles Remix",single,2021,Electrónica
70,"House Broken (feat. Naz Tokio) - Tommie Sunshine & On Deck Remix",single,2022,Electrónica
4,Cazenove,album,2021,Electrónica
44,"Don't Stop The Rock",album,2022,Electrónica
25,"Champion - HAAi Remix",single,2022,Electrónica
49,Monster,album,2021,Electrónica
38,Candeleando,single,2021,Electrónica
6,ATK,single,2022,Electrónica
86,"The Light",album,2021,Electrónica
53,"The Want",album,2022,Electrónica
41,"Falling in Love Again",album,2021,Electrónica
154,"Mystic Cave - same.As No Shave Remix",single,2022,Electrónica
99,Sleeper,album,2022,Electrónica
106,"No One Quite Like You",single,2021,Electrónica
51,"a deities encore (ft. Liv.e)",album,2022,Electrónica
92,"Rose rouge - Terry Laird Nu Maloya Mix",album,2021,Electrónica
155,Seraphim,single,2021,Electrónica
61,"The Sleeper",single,2022,Electrónica
52,"Anything At All",album,2021,Electrónica
143,"How Does It Make You Feel? - Live at KCRW, 2001",album,2021,Electrónica
73,Guilty,album,2022,Electrónica
99,"E Sqwers - Demo",album,2022,Electrónica
95,"Nada - Remix",single,2021,Electrónica
100,Higher,album,2022,Electrónica
156,"Petali (Interno Giorno)",album,2022,Electrónica
38,"Maracay Way",single,2021,Electrónica
100,"Lone Swordsman",album,2022,Electrónica
143,"Radian - Live at KCRW, 2001",album,2021,Electrónica
105,"Belgium In The Rain",album,2021,Electrónica
68,Vibras,single,2021,Electrónica
14,"Feel It",single,2022,Electrónica
53,"New Days",album,2022,Electrónica
86,"Déjà vu",album,2021,Electrónica
17,"Different Life",album,2022,Electrónica
120,"Nowhere Good",album,2022,Electrónica
69,"We're Free (feat. Roseau) (Ashley Beedle's North Street West Vocal Mix)",single,2022,Electrónica
95,"Sonho Alto - Remix",single,2022,Electrónica
37,Hope,album,2021,Electrónica
4,X,album,2021,Electrónica
157,"Los tangos de Billie",single,2022,Electrónica
158,"Kiedy Powiem Sobie Dość",single,2021,Electrónica
59,"Bye Bye - Juan Hansen Remix",single,2022,Electrónica
26,"Seventh Seal",album,2022,Electrónica
159,Wacha,single,2022,Electrónica
14,"Let's Get It Right - Edit",single,2022,Electrónica
68,"La Magia del Tambor - Original Mix",single,2021,Electrónica
1,Zmeyka,album,2022,Electrónica
55,"Glass Dubplate",single,2022,Electrónica
36,"Symphony In Acid",album,2022,Electrónica
123,"Belfast - Yotto Remix",album,2022,Electrónica
44,"Elektrobank - Demo / 3/6/96",album,2022,Electrónica
7,"Life and Death - Metronomy x Porij",album,2022,Electrónica
45,Faded,album,2021,Electrónica
69,"At the River (GA25 Version)",album,2022,Electrónica
80,"The Lack Of You",album,2022,Electrónica
7,"Half an Inch - Metronomy x Pinty",single,2021,Electrónica
119,"The Blaze X Burial - Archangel Territory (Broken Lip EDIT)",single,2022,Electrónica
29,"Sounds Of Blue (Gui Boratto Remix)",single,2022,Electrónica
41,"Waves of Devotion - Single Version",single,2021,Electrónica
129,Momentum,album,2022,Electrónica
69,"Superstylin' (Dance System Remix)",single,2022,Electrónica
98,"Heaven or Hell",single,2021,Electrónica
38,"Se Prendio - Jack N' Brothas Flute Remix",album,2022,Electrónica
160,"Me Porto Bonito",album,2022,Latino
160,"Tití Me Preguntó",album,2022,Latino
161,Desesperados,album,2021,Latino
160,"Ojitos Lindos",album,2022,Latino
160,Efecto,album,2022,Latino
160,"Moscow Mule",album,2022,Latino
161,"Todo De Ti",album,2021,Latino
162,"Feliz Cumpleaños Ferxxo",album,2022,Latino
163,MAMIII,album,2022,Latino
164,"Una Noche en Medellín",single,2022,Latino
161,Cúrame,album,2021,Latino
161,Desenfocao',album,2021,Latino
162,Normal,album,2022,Latino
165,"Love & War",album,2022,Latino
160,"Otro Atardecer",album,2022,Latino
160,Party,album,2022,Latino
166,Pepas,single,2021,Latino
162,"CHORRITO PA LAS ANIMAS",single,2022,Latino
167,"Hey Mor",album,2022,Latino
160,"Un Coco",album,2022,Latino
168,"Quevedo: Bzrp Music Sessions, Vol. 52",single,2022,Latino
160,Yonaguni,single,2021,Latino
160,Tarot,album,2022,Latino
160,Neverita,album,2022,Latino
165,"Super Gremlin",album,2022,Latino
169,"EL BARCO",album,2021,Latino
170,Volví,single,2021,Latino
171,"La Mamá de la Mamá",album,2022,Latino
160,Callaita,album,2022,Latino
162,FRIKI,album,2021,Latino
172,"Super Gremlin",album,2021,Latino
173,"Quiéreme Mientras Se Pueda",album,2021,Latino
160,Andrea,album,2022,Latino
160,"La Corriente",album,2022,Latino
162,"Ferxxo 100",album,2022,Latino
173,"La Bachata",single,2022,Latino
161,"La Old Skul",album,2021,Latino
174,"LA INOCENTE",album,2022,Latino
175,Problemón,album,2021,Latino
160,"Un Ratito",album,2022,Latino
160,Agosto,album,2022,Latino
160,"Dos Mil 16",album,2022,Latino
169,"CONTIGO VOY A MUERTE",album,2021,Latino
169,"EL MAKINON",album,2021,Latino
160,"Yo No Soy Celoso",album,2022,Latino
161,"Cosa Guapa",album,2021,Latino
161,2/Catorce,album,2021,Latino
161,"Todo De Ti",single,2021,Latino
160,Aguacero,album,2022,Latino
169,BICHOTA,album,2021,Latino
174,Tuyo,album,2021,Latino
176,Nostálgico,single,2021,Latino
177,"Lo Siento BB:/ (with Bad Bunny & Julieta Venegas)",single,2021,Latino
161,MUSEO,album,2022,Latino
169,PROVENZA,single,2022,Latino
178,"Llorar y Llorar - con Carin Leon",single,2022,Latino
179,"Pa' Olvidarme De Ella",album,2021,Latino
180,"Pareja Del Año",album,2022,Latino
162,Prohibidox,album,2022,Latino
174,512,album,2021,Latino
181,"Gato de Noche",single,2022,Latino
160,"Enséñame a Bailar",album,2022,Latino
171,"Los Aparatos",album,2022,Latino
163,MAMIII,single,2022,Latino
169,Tusa,album,2021,Latino
182,BEBÉ,album,2021,Latino
183,"Solo Conmigo",album,2022,Latino
184,"La Jumpa",album,2022,Latino
169,SEJODIOTO,single,2021,Latino
169,GATÚBELA,single,2022,Latino
185,"La Llevo Al Cielo (Ft. Ñengo Flow)",single,2022,Latino
160,"El Apagón",album,2022,Latino
161,"Sexo Virtual",album,2021,Latino
184,"La Jumpa",single,2022,Latino
160,"Me Fui de Vacaciones",album,2022,Latino
180,"Tacones Rojos",album,2022,Latino
186,VVS,single,2022,Latino
187,Riri,album,2022,Latino
174,"Volando - Remix",single,2021,Latino
188,Jordan,single,2022,Latino
169,"Ay, DiOs Mío!",album,2021,Latino
189,"Qué Más Pues?",album,2021,Latino
166,Pepas,album,2021,Latino
190,"Ley Seca",album,2021,Latino
188,Monastery,single,2021,Latino
191,"cómo dormiste?",single,2022,Latino
164,"Marisola - Remix",single,2022,Latino
192,"Yandel 150",single,2022,Latino
193,"Hola - Remix",album,2022,Latino
194,"Besos Moja2",album,2022,Latino
195,"COSAS QUE NO TE DIJE",single,2021,Latino
179,"Los Cachos",album,2022,Latino
196,"X ÚLTIMA VEZ",album,2022,Latino
165,Senseless,single,2021,Latino
182,"Vida de Rico",album,2021,Latino
161,Desesperados,single,2021,Latino
188,Malory,single,2021,Latino
188,"Wasa Wasa",single,2021,Latino
164,Pensandote,single,2022,Latino
165,Walk,single,2022,Latino
175,"Llori Pari",album,2021,Latino
162,"SI TÚ SUPIERAS - Bonus Track",album,2021,Latino
197,Medallo,album,2021,Latino
174,MODELITO,album,2022,Latino
198,"¿Qué Nos Pasó?",single,2022,Latino
198,"23 Preguntas",single,2021,Latino
161,LOKERA,single,2022,Latino
190,Tokyo,album,2021,Latino
174,MEMORIAS,album,2022,Latino
199,"AM Remix",single,2021,Latino
200,"Hola Como Vas",album,2021,Latino
201,"Toda - Remix",album,2022,Latino
189,"In Da Getto",album,2021,Latino
200,"No Te Deseo el Mal",album,2021,Latino
162,"Si Te La Encuentras Por Ahí",album,2022,Latino
200,Mbappe,album,2022,Latino
162,"Le Pido a DIOS",single,2022,Latino
171,Curazao,album,2022,Latino
202,"La Esquina del Mall",single,2022,Latino
174,ESCALOFRÍOS,album,2022,Latino
203,Aloha,single,2021,Latino
204,"Mi Luz (ft. Rels B)",album,2022,Latino
189,"Poblado - Remix",single,2021,Latino
183,"Me Extraño",album,2022,Latino
205,Pantysito,single,2022,Latino
163,FULANITO,album,2022,Latino
168,"Eladio Carrion: Bzrp Music Sessions, Vol. 40",single,2021,Latino
166,"Pepas - Tiësto Remix",single,2021,Latino
190,"En La De Ella",single,2022,Latino
162,Castigo,album,2022,Latino
165,Walk,album,2022,Latino
206,Nuevo,single,2022,Latino
183,SIRI,album,2022,Latino
183,Bebo,album,2022,Latino
207,"ALMAS GEMELAS",single,2021,Latino
196,BOMBÓN,album,2022,Latino
171,"La Mamá de la Mamá",single,2021,Latino
183,"El Pañuelo",album,2022,Latino
189,"UN DIA (ONE DAY)",album,2021,Latino
188,Mujeriego,single,2021,Latino
208,"LOS DUEÑOS DE LA CALLE",single,2022,Latino
162,Normal,single,2022,Latino
162,"AMOR DE MI VIDA",album,2021,Latino
209,"Uva Bombom",single,2021,Latino
210,Volare,album,2022,Latino
196,HOT,album,2022,Latino
211,"911 (Remix)",single,2021,Latino
161,"¿Y Eso?",album,2021,Latino
212,"Persia - Remix",single,2021,Latino
197,Instagram,single,2022,Latino
180,"Pareja Del Año",single,2021,Latino
188,Mujeriego,album,2022,Latino
188,Jordan,single,2022,Latino
169,CAIRO,single,2022,Latino
203,Sobrio,single,2021,Latino
213,Suelta,album,2022,Latino
214,"No Contesta",single,2021,Latino
174,"TUS LÁGRIMAS",album,2022,Latino
213,"No Confío",album,2022,Latino
182,Millones,album,2021,Latino
182,"KESI - Remix",single,2021,Latino
215,"Los 4 Ases (Corrido Tumbado)",album,2021,Latino
167,"Hey Mor",single,2022,Latino
162,"Feliz Cumpleaños Ferxxo",single,2022,Latino
179,"Tan Bonita",album,2021,Latino
180,"Tacones Rojos",single,2021,Latino
168,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",single,2021,Latino
186,Matricula,single,2022,Latino
177,"Agua (with J Balvin)",album,2021,Latino
168,"Villano Antillano: Bzrp Music Sessions, Vol. 51",single,2022,Latino
216,"De La Nada - Remix",single,2022,Latino
200,"Todo o Nada",album,2021,Latino
217,"Maya (Remix)",single,2022,Latino
161,"PUNTO 40",single,2022,Latino
218,Conexión,single,2021,Latino
165,"I Wish",album,2022,Latino
219,"Entre Nosotros (Remix) [con Nicki Nicole]",single,2022,Latino
189,"In Da Getto",single,2021,Latino
189,"Poblado - Remix",album,2021,Latino
169,"La Vida Es Una (From Puss in Boots: The Last Wish)",single,2022,Latino
162,"Ferxxo 100",single,2022,Latino
220,"Si Te Preguntan... - feat. Nicky Jam & Jay Wheeler",single,2022,Latino
198,"Del Kilo",album,2022,Latino
198,"North Carolina",album,2021,Latino
205,"Un Poquito",single,2022,Latino
168,"Tiago PZK: Bzrp Music Sessions, Vol. 48",single,2021,Latino
165,"Feelin' Peachy",single,2021,Latino
160,"100 MILLONES",single,2021,Latino
209,"Ella No Es Tuya - Remix",single,2021,Latino
171,"Ma Nigga",album,2022,Latino
189,"Qué Más Pues?",single,2021,Latino
180,"Chica Ideal",album,2022,Latino
183,"Sus Huellas",single,2022,Latino
207,EXPERIMENTO,single,2021,Latino
173,"La Nota",album,2021,Latino
221,"Glizzy Walk 2.5",single,2022,Latino
189,Perra,album,2021,Latino
183,"Sus Huellas",album,2022,Latino
222,Mochilera,single,2021,Latino
160,"De Museo",single,2021,Latino
188,Monastery,single,2021,Latino
207,"MÍRENME AHORA",album,2021,Latino
161,Nubes,album,2021,Latino
162,CHIMBITA,album,2021,Latino
174,"COMO HAS ESTAU?",album,2022,Latino
208,Amandita,single,2022,Latino
203,"Mojando Asientos (feat. Feid)",single,2022,Latino
208,MARGIELA,single,2022,Latino
223,"La Mini",single,2022,Latino
219,"Entre Nosotros",album,2022,Latino
224,"Punto G - (Remix)",compilation,2022,Latino
225,"Fiel - Remix",single,2021,Latino
